timestamp,user,app,src_ip,dest_host,user_agent,auth_method,outcome,fail_reason,src_region,label,attack_type
2026-02-07T08:56:26Z,user061,vpn,10.171.212.90,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-02T13:25:34Z,user092,crm,10.73.190.172,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-02T09:17:51Z,user098,wiki,10.198.156.38,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-09T04:44:19Z,user067,vpn,10.85.197.111,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-09T11:37:17Z,user058,crm,10.230.155.110,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-14T12:13:49Z,user018,hr_portal,10.53.188.58,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-06T21:41:49Z,user027,hr_portal,10.135.203.12,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-05T17:06:29Z,user035,wiki,10.118.43.154,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-13T23:11:03Z,user018,git,10.252.203.199,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-13T04:00:13Z,user017,wiki,10.3.253.88,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-12T04:24:46Z,user047,crm,10.215.161.92,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-05T09:15:05Z,user049,vpn,10.212.192.129,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-03T23:15:37Z,user034,wiki,10.164.28.242,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-14T22:06:20Z,user098,crm,10.166.124.166,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-07T00:42:40Z,user089,git,10.140.172.245,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-13T01:12:28Z,user094,webmail,10.244.21.121,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-01T18:43:51Z,user060,wiki,10.147.7.83,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-07T03:35:38Z,user037,webmail,10.213.183.109,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-05T19:29:01Z,user006,hr_portal,10.84.99.78,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-03T12:08:04Z,user057,wiki,10.143.99.134,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-03T16:37:54Z,user008,wiki,10.221.223.133,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-06T20:34:26Z,user005,webmail,10.106.37.104,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-01T17:26:49Z,user006,webmail,10.223.149.238,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-08T21:13:04Z,user028,wiki,10.13.185.202,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-11T13:10:28Z,user051,wiki,10.96.199.20,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-03T14:14:19Z,user017,vpn,10.235.180.142,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-09T19:20:31Z,user028,git,10.24.54.131,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-05T23:58:30Z,user050,webmail,10.214.64.225,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-09T00:50:10Z,user005,vpn,10.74.112.118,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-03T18:38:05Z,user060,crm,10.46.68.172,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,FAILURE,BAD_PASSWORD,IN-MH,0,
2026-02-06T19:18:36Z,user031,git,10.174.73.23,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-KA,0,
2026-02-09T09:18:01Z,user030,vpn,10.29.33.29,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-14T04:23:55Z,user034,git,10.188.189.161,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-08T14:36:41Z,user089,vpn,10.179.1.166,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-08T21:41:55Z,user057,vpn,10.101.204.163,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-11T08:57:42Z,user100,git,10.145.83.100,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-04T21:59:47Z,user100,webmail,10.187.94.26,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-09T18:21:43Z,user008,hr_portal,10.184.66.65,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-03T21:32:33Z,user086,wiki,10.61.168.74,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-01T03:07:01Z,user012,vpn,10.51.225.215,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-10T09:41:11Z,user001,git,10.107.122.235,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-05T05:44:31Z,user069,hr_portal,10.215.86.200,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-14T19:26:30Z,user051,hr_portal,10.27.96.225,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_TOTP,FAILURE,BAD_PASSWORD,IN-DL,0,
2026-02-04T12:37:25Z,user040,hr_portal,10.102.218.55,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-05T03:07:18Z,user086,vpn,10.113.32.115,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-13T23:32:34Z,user047,vpn,10.110.45.113,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-01T20:45:33Z,user020,crm,10.50.25.215,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-05T10:16:45Z,user083,crm,10.207.219.169,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-04T07:11:23Z,user091,crm,10.154.186.131,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-13T22:47:32Z,user068,crm,10.46.1.228,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-03T10:54:47Z,user059,crm,10.126.245.8,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-07T21:34:05Z,user069,wiki,10.173.101.44,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-10T00:58:07Z,user097,git,10.90.53.251,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-04T07:06:24Z,user065,crm,10.50.249.239,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-11T02:29:17Z,user098,crm,10.136.172.174,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-02T06:43:18Z,user089,wiki,10.73.188.239,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-10T16:40:26Z,user096,webmail,10.127.93.198,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-09T11:59:45Z,user087,wiki,10.224.115.18,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-11T10:07:54Z,user054,crm,10.45.167.114,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-09T20:42:28Z,user042,webmail,10.243.174.171,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-05T21:52:02Z,user087,git,10.219.7.90,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,FAILURE,BAD_PASSWORD,IN-KA,0,
2026-02-14T05:07:54Z,user040,crm,10.36.177.53,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,FAILURE,BAD_PASSWORD,IN-MH,0,
2026-02-12T19:09:18Z,user066,git,10.204.255.17,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-11T01:34:47Z,user095,git,10.59.202.19,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-03T04:13:05Z,user089,vpn,10.188.89.49,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-11T21:16:06Z,user094,git,10.229.20.107,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-KA,0,
2026-02-10T03:16:57Z,user094,hr_portal,10.188.178.17,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-10T12:15:39Z,user065,hr_portal,10.16.104.206,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-12T10:46:42Z,user047,webmail,10.17.241.215,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-KA,0,
2026-02-14T13:07:28Z,user029,hr_portal,10.83.100.119,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-07T13:05:47Z,user056,crm,10.150.40.167,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-08T19:38:17Z,user049,wiki,10.66.119.199,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-07T14:51:55Z,user078,webmail,10.148.89.233,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-10T08:36:57Z,user071,vpn,10.188.238.178,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-04T02:46:21Z,user018,hr_portal,10.212.79.42,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-08T04:50:32Z,user025,wiki,10.25.158.238,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-09T02:00:32Z,user080,crm,10.82.166.11,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-05T05:48:04Z,user060,git,10.88.48.252,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-03T11:25:59Z,user054,webmail,10.121.157.44,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-12T19:58:59Z,user040,git,10.221.81.235,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-11T16:55:23Z,user065,webmail,10.101.81.136,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-03T07:01:06Z,user039,crm,10.90.8.128,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-06T14:59:54Z,user080,git,10.39.137.65,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-05T23:01:09Z,user025,vpn,10.46.209.132,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-13T06:02:31Z,user010,git,10.158.49.195,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-04T02:07:42Z,user057,crm,10.239.154.30,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,FAILURE,BAD_PASSWORD,IN-KA,0,
2026-02-04T00:28:51Z,user030,hr_portal,10.130.136.147,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-09T09:59:55Z,user048,git,10.229.198.39,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-06T00:34:43Z,user093,git,10.73.124.189,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-09T21:20:51Z,user099,git,10.221.2.181,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-04T18:09:27Z,user077,hr_portal,10.227.164.249,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-02T07:32:54Z,user031,vpn,10.132.68.206,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-04T20:44:10Z,user031,wiki,10.64.88.165,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-11T04:18:25Z,user034,crm,10.166.69.20,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,FAILURE,BAD_PASSWORD,IN-KA,0,
2026-02-03T05:45:25Z,user047,webmail,10.213.142.241,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-06T19:19:36Z,user019,git,10.219.117.27,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-10T01:33:29Z,user017,webmail,10.113.10.177,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-08T01:33:18Z,user082,webmail,10.166.200.207,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-05T16:07:17Z,user005,crm,10.99.153.72,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-08T18:50:56Z,user017,webmail,10.78.39.244,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,FAILURE,BAD_PASSWORD,IN-MH,0,
2026-02-11T15:10:02Z,user008,crm,10.10.189.158,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,FAILURE,BAD_PASSWORD,IN-DL,0,
2026-02-09T05:30:42Z,user084,vpn,10.87.100.211,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-DL,0,
2026-02-08T12:44:08Z,user026,wiki,10.169.144.237,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-KA,0,
2026-02-09T23:01:13Z,user066,wiki,10.187.81.118,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,PASSWORD,SUCCESS,,IN-MH,0,
2026-02-11T13:20:34Z,user095,vpn,10.184.201.175,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-06T02:03:06Z,user084,webmail,10.87.65.68,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-10T06:48:48Z,user049,crm,10.97.2.17,web-portal1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,FAILURE,BAD_PASSWORD,IN-DL,0,
2026-02-04T21:13:25Z,user032,vpn,10.255.174.87,auth-gw1,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-14T01:09:16Z,user040,crm,10.194.92.215,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-13T23:46:02Z,user093,wiki,10.19.94.195,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-DL,0,
2026-02-03T15:59:08Z,user003,git,10.9.29.103,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-05T14:54:34Z,user033,webmail,10.97.126.114,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-08T23:59:42Z,user071,webmail,10.84.254.190,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-12T04:46:19Z,user009,crm,10.179.37.37,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-MH,0,
2026-02-07T01:06:02Z,user029,webmail,10.84.43.223,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-01T02:25:01Z,user088,hr_portal,10.190.185.249,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-07T18:53:55Z,user011,crm,10.202.125.95,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-01T22:33:14Z,user010,vpn,10.55.51.231,auth-gw2,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-13T20:22:46Z,user092,crm,10.5.104.247,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-14T18:19:54Z,user021,wiki,10.154.132.17,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-DL,0,
2026-02-02T20:59:23Z,user034,git,10.237.173.32,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-14T00:53:04Z,user077,wiki,10.158.166.227,auth-gw2,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,MFA_TOTP,SUCCESS,,IN-MH,0,
2026-02-12T00:54:35Z,user041,vpn,10.47.241.225,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-KA,0,
2026-02-08T12:16:58Z,user042,wiki,10.143.9.186,web-portal1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-12T15:53:17Z,user055,webmail,10.236.62.221,auth-gw2,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,MFA_PUSH,SUCCESS,,IN-DL,0,
2026-02-07T20:00:51Z,user044,webmail,10.161.223.76,auth-gw1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,PASSWORD,SUCCESS,,IN-KA,0,
2026-02-10T00:05:44Z,user055,crm,10.17.134.221,auth-gw1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,SSO_SAML,SUCCESS,,IN-MH,0,
2026-02-12T02:13:29Z,user010,webmail,10.111.86.132,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-KA,0,
2026-02-02T23:08:27Z,user052,hr_portal,10.120.214.244,web-portal1,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,MFA_PUSH,SUCCESS,,IN-DL,0,
