timestamp,src_ip,host,method,path,status,bytes_in,bytes_out,user_agent,label,attack_type
2026-01-03T01:49:00Z,192.168.218.191,git.workspace.local,POST,/login,200,120,31358,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-16T11:15:00Z,172.21.48.183,git.workspace.local,GET,/logout,200,1877,13529,python-requests/2.31.0,0,
2026-01-27T02:51:07Z,10.104.137.183,wiki.workspace.local,POST,/settings,302,2795,12731,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-16T14:10:08Z,10.83.46.32,crm.workspace.local,GET,/,200,2569,28389,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-15T05:20:30Z,10.172.163.207,crm.workspace.local,POST,/assets/app.js,403,2422,12468,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-23T21:25:00Z,192.168.235.151,intranet.workspace.local,GET,/api/v1/data,200,838,13947,curl/8.4.0,0,
2026-01-10T14:28:14Z,192.168.18.14,wiki.workspace.local,POST,/login,200,2154,4964,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-23T02:23:41Z,10.185.164.180,api.workspace.local,GET,/login,200,66,1035,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-10T07:46:10Z,172.28.38.124,crm.workspace.local,POST,/api/v1/data,200,217,5863,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-10T19:50:51Z,192.168.23.231,wiki.workspace.local,GET,/assets/app.js,200,204,5352,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-12T22:06:25Z,172.16.219.152,api.workspace.local,GET,/docs,200,50,23980,python-requests/2.31.0,0,
2026-01-02T09:11:19Z,10.83.46.32,intranet.workspace.local,GET,/profile,200,1497,14109,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-13T11:05:49Z,172.23.174.82,intranet.workspace.local,GET,/api/backup,404,154,488,python-requests/2.31.0,1,WEB_DIR_SCAN
2026-01-24T21:49:55Z,10.56.124.95,crm.workspace.local,POST,/search?q=report,200,2196,27350,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-31T20:35:52Z,192.168.31.254,git.workspace.local,GET,/,200,122,21025,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-24T06:05:09Z,172.29.211.138,3jm95jh3ld7ivch2.com,GET,/api/v1/data,200,840,19693,curl/8.4.0,0,
2026-01-03T08:01:44Z,192.168.187.175,api.workspace.local,GET,/logout,200,1373,42072,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-13T11:56:41Z,192.168.209.187,wiki.workspace.local,POST,/,302,50,8878,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-27T03:40:15Z,192.168.140.155,api.workspace.local,GET,/admin,200,530,28544,curl/8.4.0,0,
2026-01-20T23:41:33Z,192.168.244.214,wiki.workspace.local,GET,/wp-login.php,200,1005,8498,curl/8.4.0,0,
2026-01-06T05:31:22Z,10.242.117.238,intranet.workspace.local,GET,/assets/app.js,200,3489,35961,python-requests/2.31.0,0,
2026-01-05T19:34:16Z,172.17.160.105,xttpw141s82kw1.io,GET,/login,200,1959,52251,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-21T08:12:07Z,172.30.40.236,crm.workspace.local,GET,/api/v1/data,200,1742,31108,curl/8.4.0,0,
2026-01-25T03:07:21Z,10.243.246.22,intranet.workspace.local,GET,/profile,200,819,17576,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-13T01:25:52Z,172.21.217.67,intranet.workspace.local,GET,/assets/app.js,200,3276,5361,curl/8.4.0,0,
2026-01-10T07:32:20Z,10.177.187.151,intranet.workspace.local,POST,/logout,200,1836,10179,python-requests/2.31.0,0,
2026-01-13T18:29:48Z,192.168.222.215,crm.workspace.local,GET,/login,302,530,14417,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-14T15:51:36Z,192.168.90.195,intranet.workspace.local,GET,/docs,200,787,13164,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-01T02:28:55Z,192.168.230.157,git.workspace.local,GET,/search?q=report,200,176,25415,python-requests/2.31.0,0,
2026-01-26T16:20:32Z,192.168.4.118,api.workspace.local,POST,/assets/app.js,200,1550,45778,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-13T11:06:43Z,172.23.174.82,intranet.workspace.local,GET,/test/login,404,151,1330,python-requests/2.31.0,1,WEB_DIR_SCAN
2026-01-13T08:57:51Z,192.168.184.133,wiki.workspace.local,GET,/wp-login.php,200,1449,41093,python-requests/2.31.0,0,
2026-01-08T10:38:35Z,192.168.182.124,api.workspace.local,GET,/profile,200,1472,13040,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-21T05:30:55Z,10.154.151.7,intranet.workspace.local,GET,/api/v1/data,404,2449,8965,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-29T08:45:24Z,172.16.135.251,crm.workspace.local,GET,/,404,268,8813,python-requests/2.31.0,0,
2026-01-12T08:25:20Z,10.50.28.86,git.workspace.local,POST,/settings,200,2795,200,curl/8.4.0,0,
2026-01-03T19:14:13Z,192.168.119.241,api.workspace.local,POST,/settings,200,1484,7004,curl/8.4.0,0,
2026-01-08T09:49:49Z,172.25.145.217,intranet.workspace.local,POST,/assets/app.js,404,529,22589,python-requests/2.31.0,0,
2026-01-04T21:28:28Z,172.22.193.140,crm.workspace.local,GET,/login,200,87,7339,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-27T03:09:04Z,10.215.79.66,git.workspace.local,GET,/search?q=report,200,930,24510,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-02T00:29:56Z,10.100.44.59,wiki.workspace.local,GET,/cgi-bin/test.cgi,200,587,9851,curl/8.4.0,0,
2026-01-29T05:07:07Z,172.28.209.133,git.workspace.local,GET,/search?q=report,404,1657,20434,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-26T12:21:57Z,172.16.135.251,intranet.workspace.local,GET,/docs,200,208,459,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-22T22:19:50Z,192.168.229.31,intranet.workspace.local,GET,/,200,3610,13434,python-requests/2.31.0,0,
2026-01-31T07:27:44Z,10.15.69.139,esqa32eqg566b4.net,GET,/api/v1/data,200,2700,32753,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-18T14:42:40Z,172.30.40.236,crm.workspace.local,GET,/assets/app.js,302,591,25459,python-requests/2.31.0,0,
2026-01-01T04:29:03Z,192.168.141.152,wiki.workspace.local,GET,/settings,200,1751,46772,python-requests/2.31.0,0,
2026-01-07T12:34:43Z,192.168.187.175,intranet.workspace.local,GET,/assets/app.js,200,1877,14240,python-requests/2.31.0,0,
2026-01-22T22:41:36Z,10.5.68.8,intranet.workspace.local,GET,/api/v1/data,200,2794,14624,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-17T00:24:24Z,172.28.136.227,intranet.workspace.local,GET,/docs,200,2229,7149,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-24T01:46:07Z,10.103.22.40,git.workspace.local,GET,/login,200,862,37247,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-30T19:03:13Z,172.21.26.228,intranet.workspace.local,GET,/logout,200,2806,10881,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-18T18:48:40Z,10.214.233.73,intranet.workspace.local,GET,/logout,200,226,4466,curl/8.4.0,0,
2026-01-09T13:58:39Z,10.103.22.40,intranet.workspace.local,GET,/logout,200,547,6882,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-20T08:57:58Z,10.255.206.188,crm.workspace.local,GET,/wp-login.php,200,2232,19504,curl/8.4.0,0,
2026-01-05T12:18:58Z,192.168.130.79,intranet.workspace.local,POST,/profile,200,1836,26130,python-requests/2.31.0,0,
2026-01-18T16:02:15Z,192.168.26.218,git.workspace.local,POST,/login,200,289,568,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-19T10:00:26Z,192.168.90.195,git.workspace.local,GET,/,200,860,20197,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-08T23:36:55Z,10.95.31.237,intranet.workspace.local,POST,/logout,200,930,34856,curl/8.4.0,0,
2026-01-13T14:55:26Z,10.154.157.124,wiki.workspace.local,GET,/settings,200,131,21048,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-29T07:22:03Z,192.168.240.56,git.workspace.local,POST,/api/v1/data,200,1132,19407,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-26T01:57:40Z,10.75.179.30,intranet.workspace.local,GET,/,200,2591,35423,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-08T08:19:45Z,192.168.145.86,intranet.workspace.local,GET,/logout,200,455,30558,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-23T05:34:10Z,10.57.85.237,wiki.workspace.local,GET,/docs,200,1466,30714,curl/8.4.0,0,
2026-01-08T13:14:22Z,192.168.120.203,intranet.workspace.local,GET,/logout,200,2461,28241,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-08T06:59:47Z,192.168.239.80,crm.workspace.local,POST,/,200,921,28926,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-27T01:06:11Z,172.31.160.14,wiki.workspace.local,GET,/,200,2399,6010,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-13T11:08:41Z,172.23.174.82,intranet.workspace.local,GET,/graphql,404,457,690,curl/8.4.0,1,WEB_DIR_SCAN
2026-01-22T03:01:17Z,172.29.211.138,intranet.workspace.local,POST,/,403,3369,22215,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-31T12:42:20Z,192.168.103.29,api.workspace.local,GET,/profile,404,952,41059,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-14T23:29:50Z,192.168.253.4,api.workspace.local,POST,/,200,959,11259,curl/8.4.0,0,
2026-01-28T19:39:58Z,172.23.174.82,git.workspace.local,POST,/docs,200,1432,2746,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-31T00:37:49Z,192.168.103.29,wiki.workspace.local,GET,/admin,200,784,13913,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-26T21:27:12Z,172.20.117.62,api.workspace.local,GET,/search?q=report,200,869,44970,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-23T05:06:48Z,10.233.229.254,crm.workspace.local,POST,/logout,200,359,57211,python-requests/2.31.0,0,
2026-01-19T23:05:54Z,10.243.246.22,wiki.workspace.local,GET,/docs,200,1911,46991,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-12T14:27:46Z,192.168.230.157,intranet.workspace.local,GET,/settings,200,470,51767,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-07T11:06:29Z,192.168.140.155,jjdd1niexj9b9522.io,GET,/logout,200,976,36338,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-01T14:54:27Z,172.29.211.138,wiki.workspace.local,GET,/docs,200,1319,6082,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-13T23:07:11Z,172.26.105.77,api.workspace.local,GET,/search?q=report,200,375,14106,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-23T08:49:06Z,192.168.85.210,git.workspace.local,GET,/assets/app.js,200,342,3737,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-30T03:16:40Z,172.24.1.102,git.workspace.local,POST,/api/v1/data,200,773,4717,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-27T22:48:42Z,192.168.253.4,intranet.workspace.local,GET,/settings,200,2629,32172,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-03T15:40:08Z,192.168.83.11,intranet.workspace.local,GET,/,200,3744,8045,curl/8.4.0,0,
2026-01-02T20:26:35Z,10.214.233.73,api.workspace.local,POST,/search?q=report,200,2510,11910,python-requests/2.31.0,0,
2026-01-25T03:48:59Z,192.168.13.146,api.workspace.local,GET,/settings,200,2056,11654,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-17T11:17:56Z,10.251.170.107,api.workspace.local,GET,/login,200,50,30622,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-02T23:29:28Z,192.168.45.63,intranet.workspace.local,POST,/login,401,1184,5675,python-requests/2.31.0,0,
2026-01-11T23:26:45Z,172.28.136.227,xaelvfk8oodmnhif.org,POST,/assets/app.js,200,2674,19055,python-requests/2.31.0,0,
2026-01-18T08:58:40Z,10.89.56.7,wiki.workspace.local,GET,/docs,200,306,216,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-17T05:56:20Z,192.168.218.98,git.workspace.local,GET,/search?q=report,200,1151,10353,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-21T00:34:29Z,192.168.15.67,git.workspace.local,POST,/settings,404,380,2285,curl/8.4.0,0,
2026-01-31T16:04:33Z,172.23.156.235,api.workspace.local,GET,/settings,200,1481,26162,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-11T17:40:56Z,192.168.2.168,git.workspace.local,GET,/docs,200,3073,6694,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-12T13:54:20Z,192.168.120.203,intranet.workspace.local,GET,/logout,200,1647,13715,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-18T23:59:38Z,172.16.135.251,api.workspace.local,GET,/settings,200,1363,5241,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-09T11:24:22Z,10.160.188.165,wiki.workspace.local,GET,/login,200,1532,497,python-requests/2.31.0,0,
2026-01-30T04:58:00Z,192.168.176.29,crm.workspace.local,GET,/api/v1/export,200,273,34990886,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,1,MASS_EXPORT
2026-01-16T07:05:07Z,192.168.234.173,api.workspace.local,GET,/profile,200,2734,2020,python-requests/2.31.0,0,
2026-01-16T10:48:26Z,172.25.103.66,intranet.workspace.local,GET,/profile,200,62,23357,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-10T21:44:15Z,10.136.17.100,git.workspace.local,GET,/search?q=report,401,1872,22147,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-02T03:52:26Z,172.24.1.102,git.workspace.local,GET,/assets/app.js,200,1992,28297,python-requests/2.31.0,0,
2026-01-24T00:05:45Z,192.168.99.150,lvga2jdhfg02j6cr.io,GET,/profile,200,1094,7833,curl/8.4.0,0,
2026-01-10T11:31:01Z,172.20.31.23,wiki.workspace.local,GET,/settings,200,790,635,curl/8.4.0,0,
2026-01-08T03:46:51Z,10.7.231.232,api.workspace.local,GET,/docs,200,1478,25571,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-16T00:48:11Z,172.31.74.238,api.workspace.local,GET,/wp-login.php,200,2219,2847,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-17T10:22:04Z,192.168.244.214,intranet.workspace.local,GET,/api/v1/data,200,2112,13886,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-14T04:31:40Z,172.19.208.20,api.workspace.local,GET,/profile,200,1007,13602,curl/8.4.0,0,
2026-01-15T22:47:45Z,192.168.99.150,wiki.workspace.local,GET,/profile,401,1785,17016,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-19T23:30:56Z,172.30.246.64,intranet.workspace.local,GET,/cgi-bin/test.cgi,200,2201,35613,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-21T06:05:52Z,172.23.156.231,wiki.workspace.local,GET,/settings,200,939,4643,python-requests/2.31.0,0,
2026-01-12T01:14:22Z,10.60.233.141,crm.workspace.local,GET,/.env,200,2584,22086,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-24T02:45:12Z,10.154.151.7,wiki.workspace.local,GET,/docs,200,50,36751,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-05T22:58:33Z,172.18.202.132,api.workspace.local,GET,/settings,404,1246,5098,curl/8.4.0,0,
2026-01-04T21:32:22Z,192.168.75.143,git.workspace.local,GET,/profile,200,680,7295,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-25T12:13:15Z,172.22.193.140,api.workspace.local,GET,/logout,200,2191,7361,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-18T02:45:34Z,172.30.40.236,wiki.workspace.local,GET,/,200,197,16955,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-04T10:58:17Z,192.168.130.79,api.workspace.local,POST,/,200,3353,2009,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-08T15:46:00Z,192.168.235.151,api.workspace.local,GET,/docs,200,3545,9580,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-07T18:24:37Z,172.20.205.167,git.workspace.local,GET,/search?q=report,200,2124,11760,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-10T20:19:21Z,172.21.48.183,crm.workspace.local,GET,/settings,200,1074,4539,curl/8.4.0,0,
2026-01-17T02:35:44Z,172.21.48.183,git.workspace.local,GET,/logout,200,305,9442,curl/8.4.0,0,
2026-01-05T06:40:41Z,10.255.206.188,api.workspace.local,GET,/assets/app.js,200,317,18825,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-09T19:10:48Z,172.19.208.20,api.workspace.local,GET,/settings,302,636,813,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-03T17:53:42Z,172.30.246.64,git.workspace.local,GET,/assets/app.js,200,465,4822,python-requests/2.31.0,0,
2026-01-13T21:33:40Z,10.58.223.183,crm.workspace.local,GET,/,200,1928,6875,python-requests/2.31.0,0,
2026-01-04T17:17:38Z,10.92.58.192,wiki.workspace.local,GET,/api/v1/data,200,1200,14085,python-requests/2.31.0,0,
2026-01-11T19:59:36Z,10.83.46.32,crm.workspace.local,POST,/search?q=report,200,3896,15914,curl/8.4.0,0,
2026-01-17T20:59:00Z,172.17.160.105,intranet.workspace.local,POST,/login,200,2838,13259,python-requests/2.31.0,0,
2026-01-25T06:40:52Z,192.168.2.168,cj4wygo5wb.com,GET,/api/v1/data,403,2440,24623,curl/8.4.0,0,
2026-01-30T02:10:34Z,192.168.119.241,intranet.workspace.local,GET,/assets/app.js,200,246,22399,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-01T00:04:44Z,172.18.202.132,wiki.workspace.local,GET,/,200,759,17520,python-requests/2.31.0,0,
2026-01-18T23:17:40Z,10.214.233.73,api.workspace.local,POST,/api/v1/data,200,1879,2639,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-19T17:37:28Z,172.24.40.21,intranet.workspace.local,GET,/assets/app.js,200,1638,14763,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-17T22:43:01Z,10.84.31.107,git.workspace.local,GET,/profile,200,1587,34174,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-08T23:35:30Z,172.23.156.231,wiki.workspace.local,GET,/login,200,3430,30634,python-requests/2.31.0,0,
2026-01-11T06:25:51Z,192.168.45.63,git.workspace.local,GET,/login,200,616,29583,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-29T19:41:24Z,10.194.167.61,crm.workspace.local,GET,/api/v1/data,200,2228,25134,curl/8.4.0,0,
2026-01-14T21:30:24Z,172.22.193.140,api.workspace.local,POST,/login,200,1117,25407,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-31T13:30:07Z,192.168.90.195,api.workspace.local,GET,/api/v1/data,200,1434,15513,curl/8.4.0,0,
2026-01-20T08:55:54Z,172.22.12.19,intranet.workspace.local,GET,/profile,200,905,2303,curl/8.4.0,0,
2026-01-16T14:51:00Z,10.177.187.151,crm.workspace.local,POST,/wp-login.php,200,1377,58811,curl/8.4.0,0,
2026-01-23T00:31:42Z,192.168.94.19,git.workspace.local,POST,/api/v1/data,200,99,27653,python-requests/2.31.0,0,
2026-01-20T10:31:22Z,10.84.31.107,api.workspace.local,POST,/,200,1500,969,curl/8.4.0,0,
2026-01-13T11:09:35Z,172.23.174.82,intranet.workspace.local,GET,/v1,403,180,996,curl/8.4.0,1,WEB_DIR_SCAN
2026-01-21T22:50:21Z,172.28.136.227,wiki.workspace.local,GET,/api/v1/data,200,1139,30385,python-requests/2.31.0,0,
2026-01-18T16:56:41Z,192.168.240.56,crm.workspace.local,GET,/login,200,1559,34088,curl/8.4.0,0,
2026-01-29T07:19:41Z,192.168.18.14,intranet.workspace.local,GET,/settings,200,3280,4445,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-10T06:30:09Z,172.28.14.166,api.workspace.local,GET,/logout,200,1192,19633,curl/8.4.0,0,
2026-01-07T05:19:31Z,172.20.31.23,crm.workspace.local,POST,/logout,200,50,28266,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-13T11:10:36Z,172.23.174.82,intranet.workspace.local,GET,/db,404,473,1177,python-requests/2.31.0,1,WEB_DIR_SCAN
2026-01-12T08:26:38Z,172.19.208.20,git.workspace.local,GET,/api/v1/data,403,1231,32389,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-20T11:47:40Z,172.28.38.124,wiki.workspace.local,GET,/logout,200,4118,6472,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-28T13:58:12Z,192.168.94.19,api.workspace.local,POST,/search?q=report,200,326,12803,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-17T11:54:04Z,172.23.156.235,git.workspace.local,GET,/profile,200,1198,4577,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-14T21:23:00Z,10.92.58.192,git.workspace.local,GET,/assets/app.js,401,1096,19457,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-25T18:17:18Z,10.52.224.168,git.workspace.local,GET,/login,200,370,3572,curl/8.4.0,0,
2026-01-11T02:48:07Z,172.16.135.251,git.workspace.local,GET,/profile,404,1561,39963,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-27T09:09:05Z,192.168.162.214,0y5ckzjswx0pumih.net,GET,/wp-login.php,302,606,20989,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-14T00:46:24Z,192.168.208.79,git.workspace.local,GET,/assets/app.js,200,2967,35675,python-requests/2.31.0,0,
2026-01-05T07:47:31Z,10.183.179.233,crm.workspace.local,GET,/profile,200,1669,299,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-03T09:40:00Z,10.251.170.107,crm.workspace.local,GET,/assets/app.js,404,68,30917,Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0,0,
2026-01-31T07:14:12Z,192.168.131.85,crm.workspace.local,POST,/logout,200,1518,27769,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0,0,
2026-01-21T07:33:06Z,192.168.218.191,git.workspace.local,GET,/docs,200,2296,26463,python-requests/2.31.0,0,
2026-01-16T06:35:01Z,192.168.23.231,intranet.workspace.local,POST,/docs,200,1374,23182,curl/8.4.0,0,
2026-01-14T20:25:10Z,10.154.157.124,ksqqhj05cvp5mrd.com,GET,/profile,403,912,19215,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-12T06:39:26Z,172.23.57.143,api.workspace.local,POST,/docs,200,3133,5263,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-26T16:19:21Z,192.168.227.201,wiki.workspace.local,POST,/,302,1722,13530,Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) Safari/17.0,0,
2026-01-28T04:25:30Z,192.168.82.90,git.workspace.local,GET,/,200,56,9919,curl/8.4.0,0,
