timestamp,src_ip,dst_ip,proto,src_port,dst_port,duration_ms,packets,bytes,tcp_flags,label,attack_type
2026-01-28T04:53:07Z,192.168.127.202,10.0.2.8,TCP,41303,8080,1372,18,12256,PA,0,
2026-01-15T02:12:05Z,192.168.241.54,192.168.45.118,UDP,35792,8080,1879,4,5462,,0,
2026-01-20T06:27:05Z,192.168.236.36,10.77.103.30,UDP,57697,110,1916,9,8917,,0,
2026-01-28T03:53:34Z,10.170.79.68,10.0.1.15,TCP,8348,80,2367,17,9003,R,0,
2026-01-19T19:05:38Z,192.168.87.181,56.35.235.53,UDP,29482,445,1220,13,7614,,0,
2026-01-14T23:43:48Z,192.168.90.171,10.0.0.10,TCP,50513,3389,1249,15,19878,R,0,
2026-01-11T18:09:39Z,192.168.95.220,10.157.251.139,TCP,50749,53,1026,3,8439,A,0,
2026-01-18T12:47:00Z,172.20.22.167,10.0.0.20,TCP,5556,110,1098,6,4408,PA,0,
2026-01-06T06:40:28Z,192.168.134.205,10.0.0.20,TCP,27170,22,1171,10,2821,S,0,
2026-01-01T17:26:38Z,172.27.182.205,10.0.2.8,UDP,64291,445,1924,20,8401,,0,
2026-01-22T04:52:38Z,172.29.111.45,192.168.59.96,TCP,5990,25,2254,5,5854,FA,0,
2026-01-10T02:05:51Z,192.168.133.217,192.168.0.49,TCP,53140,445,560,5,16284,R,0,
2026-01-19T05:40:32Z,173.80.172.93,74.68.233.187,TCP,62622,25,803,21,9946,PA,0,
2026-01-26T00:37:36Z,192.168.7.63,192.168.89.24,TCP,4729,445,861,13,1079,PA,0,
2026-01-16T04:03:31Z,192.168.41.95,10.0.1.15,TCP,32503,3389,2526,8,2380,PA,0,
2026-01-27T12:47:32Z,166.175.20.49,172.26.3.44,UDP,20718,25,991,2,9531,,0,
2026-01-22T03:29:07Z,192.168.16.127,10.0.0.20,TCP,8344,110,134,14,3603,PA,0,
2026-01-02T12:48:51Z,192.168.59.104,10.0.2.8,TCP,4480,80,1407,1,7660,PA,0,
2026-01-11T01:23:23Z,27.254.59.71,10.0.0.20,TCP,35234,8080,858,12,1083,FA,0,
2026-01-15T06:28:53Z,17.75.217.110,10.0.2.8,UDP,13845,22,706,11,12335,,0,
2026-01-05T10:53:33Z,192.168.137.35,172.17.8.115,UDP,58666,80,861,17,4363,,0,
2026-01-11T16:23:35Z,153.235.88.112,10.0.0.10,UDP,28707,25,1784,37,4321,,0,
2026-01-13T15:10:57Z,10.171.162.110,172.30.149.79,TCP,52544,53,1007,11,5866,S,0,
2026-01-18T11:58:38Z,10.9.232.80,10.0.1.15,TCP,9805,63151,754,8,3042,S,0,
2026-01-24T05:13:05Z,172.24.197.172,10.0.0.20,UDP,14172,25,804,10,19602,,0,
2026-01-25T23:51:22Z,10.32.88.85,10.0.0.20,TCP,4229,110,1168,13,5788,A,0,
2026-01-12T02:21:31Z,192.168.122.78,131.139.128.69,TCP,49393,80,517,17,9534,S,0,
2026-01-11T02:57:30Z,172.24.49.19,10.0.1.15,TCP,47565,25,2,14,3680,A,0,
2026-01-18T02:10:46Z,10.9.232.80,10.0.0.20,TCP,28381,445,730,17,13745,PA,0,
2026-01-06T06:20:22Z,172.27.131.210,192.168.166.107,TCP,60796,80,2126,6,19627,PA,0,
2026-01-21T23:28:04Z,192.168.19.211,10.0.0.10,UDP,54534,443,2723,6,17412,,0,
2026-01-18T00:01:51Z,172.29.187.243,10.0.1.15,TCP,21543,80,754,5,13340,PA,0,
2026-01-11T23:04:12Z,94.138.144.46,10.0.0.20,TCP,40150,22,118,5,516,S,1,SSH_BRUTE_FORCE
2026-01-25T13:57:47Z,192.168.59.96,10.142.52.144,TCP,12601,443,2707,5,20197,PA,0,
2026-01-19T08:54:04Z,192.168.195.120,10.0.0.10,TCP,61847,25,705,7,7173,FA,0,
2026-01-24T20:16:06Z,172.31.210.180,10.0.1.15,TCP,53015,110,409,3,16456,PA,0,
2026-01-17T21:23:12Z,172.21.224.126,10.138.189.51,TCP,42271,110,1793,3,14254,FA,0,
2026-01-14T23:01:53Z,192.168.169.155,192.168.32.148,UDP,53723,110,1136,22,3861,,0,
2026-01-23T01:40:40Z,10.2.252.162,10.226.4.90,TCP,43305,29691,1390,32,686,A,0,
2026-01-04T04:34:06Z,28.218.208.61,10.0.1.15,TCP,62559,8080,2079,21,5055,FA,0,
2026-01-27T15:32:45Z,10.170.39.178,10.77.103.30,TCP,39693,443,1084,16,5007,PA,0,
2026-01-11T23:09:04Z,94.138.144.46,10.0.0.20,TCP,38142,22,148,5,545,S,1,SSH_BRUTE_FORCE
2026-01-15T23:58:34Z,192.168.249.72,10.0.1.15,TCP,45471,3389,547,1,10467,A,0,
2026-01-20T03:06:03Z,113.183.67.220,192.168.32.148,TCP,4874,25,1648,31,6615,PA,0,
2026-01-27T07:15:10Z,192.168.169.155,10.0.0.20,TCP,7424,110,2761,12,5996,PA,0,
2026-01-04T02:58:39Z,172.26.53.59,10.102.165.8,TCP,20077,143,1152,1,1970,PA,0,
2026-01-16T04:09:52Z,172.20.8.16,172.24.170.126,TCP,46793,443,825,2,19292,PA,0,
2026-01-30T07:00:24Z,192.168.166.107,88.244.239.153,TCP,17246,445,923,19,6885,A,0,
2026-01-23T22:58:06Z,172.21.224.126,172.26.53.59,TCP,40220,8080,996,11,8616,FA,0,
2026-01-07T08:54:18Z,172.17.34.200,172.18.2.14,UDP,53969,80,503,10,818,,0,
2026-01-22T13:24:54Z,192.168.249.72,145.156.96.236,TCP,48000,445,1336,22,10899,FA,0,
2026-01-09T17:00:08Z,172.18.3.67,143.41.160.166,UDP,39035,51163,44,14,222,,0,
2026-01-23T02:24:45Z,192.168.137.35,192.168.232.14,TCP,42905,8080,471,2,2638,PA,0,
2026-01-24T02:56:56Z,10.132.10.174,10.0.0.10,UDP,28461,22,285,5,8658,,0,
2026-01-25T20:48:44Z,172.22.224.144,10.144.159.140,TCP,27694,445,1369,1,19610,PA,0,
2026-01-01T03:30:08Z,33.135.76.162,10.0.2.8,TCP,57033,22,43,8,11619,PA,0,
2026-01-16T07:38:58Z,40.211.236.10,10.0.0.20,TCP,38046,143,301,26,6145,PA,0,
2026-01-03T07:43:39Z,10.2.96.12,10.155.155.107,TCP,8575,53,1987,13,6761,A,0,
2026-01-28T02:22:01Z,172.18.171.81,10.113.128.87,TCP,51931,445,2457,24,3982,R,0,
2026-01-29T06:08:50Z,172.17.233.158,10.0.2.8,TCP,22803,110,1330,8,22313,S,0,
2026-01-08T03:56:50Z,172.27.22.144,172.27.195.39,TCP,47243,110,945,9,8974,A,0,
2026-01-21T11:32:25Z,172.27.182.205,10.0.1.15,TCP,1087,8080,118,15,2503,PA,0,
2026-01-25T12:44:27Z,172.30.149.79,10.0.0.10,TCP,46761,25,610,7,358,A,0,
2026-01-31T01:21:45Z,172.31.73.102,172.16.21.49,TCP,8468,445,661,15,10928,PA,0,
2026-01-20T11:57:57Z,192.168.145.92,10.0.0.20,TCP,8015,443,105,9,2914,PA,0,
2026-01-15T09:11:50Z,192.168.74.115,192.168.41.95,TCP,54299,143,1944,9,25297,FA,0,
2026-01-01T02:24:22Z,10.72.249.147,10.0.0.20,TCP,25331,3389,331,5,7920,PA,0,
2026-01-23T20:26:37Z,10.77.103.30,10.0.2.8,TCP,4834,445,1425,1,11971,PA,0,
2026-01-27T00:12:00Z,10.238.189.134,10.0.0.20,TCP,30821,25,1012,11,27243,S,0,
2026-01-19T01:22:48Z,172.24.170.126,153.145.57.22,UDP,62969,8080,478,22,15450,,0,
2026-01-04T21:52:10Z,10.227.150.206,10.0.2.8,UDP,43784,3389,1838,10,732,,0,
2026-01-15T05:58:25Z,185.61.152.124,192.168.42.195,TCP,55253,53,197,4,14373,FA,0,
2026-01-22T06:18:52Z,172.29.206.4,10.0.1.15,TCP,48183,445,989,11,3188,PA,0,
2026-01-12T08:27:52Z,192.168.78.129,172.18.133.230,TCP,50092,445,1561,20,1762,PA,0,
2026-01-28T14:53:25Z,192.168.104.23,10.125.45.173,TCP,28578,110,2213,14,18365,PA,0,
2026-01-05T14:21:49Z,192.168.74.128,198.200.218.104,TCP,51899,8080,681,1,2338,PA,0,
2026-01-15T10:33:20Z,192.168.52.231,195.71.10.157,UDP,21478,445,1545,15,1623,,0,
2026-01-17T20:18:24Z,197.209.58.115,192.168.230.67,TCP,43017,25,1788,10,15026,A,0,
2026-01-31T02:56:05Z,192.168.195.120,192.168.33.138,UDP,54959,110,1886,15,6042,,0,
2026-01-31T08:20:28Z,179.171.206.32,172.22.133.244,TCP,47522,3389,2349,10,21725,PA,0,
2026-01-08T20:23:21Z,172.21.244.95,10.0.0.20,TCP,53917,110,574,19,3158,A,0,
2026-01-28T10:02:05Z,172.18.133.230,192.168.89.52,TCP,58131,8080,2018,26,7454,PA,0,
2026-01-30T03:18:17Z,10.12.96.42,10.0.0.10,TCP,12633,445,1570,22,16014,PA,0,
2026-01-28T15:02:53Z,192.168.241.54,10.226.4.90,TCP,2184,8080,2315,5,2896,A,0,
2026-01-26T02:38:52Z,10.238.189.134,10.68.22.165,UDP,44649,110,370,23,3790,,0,
2026-01-16T18:49:38Z,172.30.90.245,10.171.162.110,UDP,15797,3389,339,11,3700,,0,
2026-01-12T01:11:26Z,10.218.187.48,10.0.0.20,TCP,28051,8080,2137,6,5092,PA,0,
2026-01-19T08:38:56Z,192.168.169.155,10.162.207.86,UDP,11084,445,924,37,1596,,0,
2026-01-26T06:56:31Z,155.32.176.191,87.232.130.245,UDP,44643,8080,2359,7,1115,,0,
2026-01-15T08:18:43Z,69.135.21.165,10.0.2.8,UDP,38862,3389,534,12,20616,,0,
2026-01-17T10:51:06Z,172.17.233.158,146.194.128.49,UDP,45354,8080,661,18,315,,0,
2026-01-03T16:22:58Z,10.215.138.7,10.0.0.10,TCP,27796,53,646,20,9869,PA,0,
2026-01-29T06:52:10Z,10.86.11.7,108.86.13.179,TCP,45980,143,1153,12,2205,PA,0,
2026-01-06T13:40:40Z,172.23.236.221,10.0.0.20,TCP,56397,8080,199,26,27920,PA,0,
2026-01-12T12:17:00Z,218.91.174.135,211.170.22.33,TCP,29718,443,698,17,5649,PA,0,
2026-01-06T17:19:00Z,172.27.10.86,192.168.0.49,TCP,21288,3389,972,11,10041,PA,0,
2026-01-05T10:12:05Z,154.117.120.64,128.35.53.158,TCP,60939,110,1790,21,9563,A,0,
2026-01-06T09:05:58Z,192.168.55.67,10.173.160.47,TCP,29292,22,2157,3,9075,PA,0,
2026-01-30T17:30:24Z,172.29.91.135,221.89.174.158,TCP,53221,445,78,6,9148,A,0,
2026-01-27T07:36:05Z,91.142.177.154,10.0.0.20,TCP,60508,445,1950,6,13046,A,0,
2026-01-06T02:37:25Z,89.1.39.205,10.227.150.206,TCP,45140,110,1585,5,16192,PA,0,
2026-01-16T22:56:42Z,192.168.194.34,10.102.165.8,TCP,55802,3389,358,14,11884,PA,0,
2026-01-03T23:12:24Z,192.168.166.107,14.215.191.247,UDP,24814,143,1116,7,1124,,0,
2026-01-24T00:57:19Z,10.117.191.31,10.0.1.15,TCP,43226,143,1431,15,3055,PA,0,
2026-01-29T12:18:34Z,54.78.184.70,10.173.114.165,TCP,8167,25,1261,12,3612,FA,0,
2026-01-02T12:47:33Z,10.5.195.145,140.165.180.30,TCP,50515,143,322,16,9507,A,0,
2026-01-02T07:57:29Z,80.244.213.19,10.0.0.20,TCP,60143,443,1822,12,9658,PA,0,
2026-01-15T14:52:18Z,172.21.244.95,10.0.1.15,TCP,1703,143,799,10,14889,A,0,
2026-01-28T03:00:05Z,192.168.194.34,10.0.0.10,TCP,58322,445,2150,4,9870,PA,0,
2026-01-24T05:12:28Z,183.232.215.198,172.27.22.144,TCP,21450,445,2534,2,225,PA,0,
2026-01-14T07:16:56Z,25.208.209.227,10.0.0.10,TCP,54458,22,1307,1,19356,PA,0,
2026-01-03T14:27:05Z,192.168.191.192,74.45.31.226,UDP,59501,443,833,12,8640,,0,
2026-01-17T08:14:11Z,10.19.31.34,192.168.232.14,TCP,6163,143,561,20,14749,PA,0,
2026-01-11T23:22:56Z,94.138.144.46,10.0.0.20,TCP,47033,22,161,4,1028,S,1,SSH_BRUTE_FORCE
2026-01-28T16:19:51Z,172.29.206.4,10.0.1.15,TCP,30451,25,954,6,95,PA,0,
2026-01-14T01:44:35Z,10.206.7.154,79.181.60.233,UDP,62047,53,398,19,14447,,0,
2026-01-06T21:14:59Z,192.168.11.163,157.152.3.10,TCP,6658,443,2120,18,6847,PA,0,
2026-01-31T13:07:47Z,10.227.150.206,192.168.133.217,UDP,57740,53,1138,14,5134,,0,
2026-01-20T11:18:43Z,192.168.157.22,192.168.90.171,UDP,12506,110,887,1,14674,,0,
2026-01-13T02:25:39Z,10.19.31.34,34.49.233.92,TCP,10461,3389,1390,6,2419,PA,0,
2026-01-21T12:44:13Z,172.20.22.167,172.22.13.22,TCP,60151,443,195,14,11025,A,0,
2026-01-02T23:27:42Z,125.131.135.114,172.20.127.225,UDP,20215,25,871,14,18662,,0,
2026-01-29T11:52:31Z,177.109.154.19,10.113.182.137,TCP,22816,143,1757,3,5051,S,0,
2026-01-14T03:29:56Z,10.218.187.48,172.24.197.172,TCP,33375,53,1145,12,3385,S,0,
2026-01-25T04:22:22Z,10.100.121.179,172.20.87.135,TCP,44986,443,707,2,1916,PA,0,
2026-01-29T00:22:52Z,192.168.87.181,172.21.244.95,UDP,55537,110,1952,1,17334,,0,
2026-01-24T07:51:07Z,172.24.197.172,209.127.57.191,TCP,37436,445,1042,37,2752,PA,0,
2026-01-17T02:06:17Z,181.162.9.60,133.254.161.221,TCP,58950,53,392,3,7424,PA,0,
2026-01-05T03:16:23Z,192.168.250.36,140.169.105.89,TCP,57983,143,2214,16,25998,PA,0,
2026-01-14T16:52:59Z,90.115.168.102,58.174.27.172,UDP,58449,110,844,6,1411,,0,
2026-01-20T14:31:09Z,10.87.123.180,162.107.113.28,TCP,7516,53,1476,23,536,S,0,
