timestamp,src_ip,query,qtype,rcode,answers,ttl,label,attack_type
2026-01-27T15:52:04Z,192.168.235.151,microsoft.com,A,NOERROR,1,39184,0,
2026-01-18T12:55:02Z,172.20.205.167,github.com,A,NOERROR,1,36076,0,
2026-01-09T13:11:53Z,10.155.152.227,google.com,A,NOERROR,1,17579,0,
2026-01-07T02:39:54Z,192.168.30.101,microsoft.com,A,NOERROR,3,31646,0,
2026-01-16T23:48:00Z,10.204.29.130,github.com,A,NOERROR,2,54142,0,
2026-01-13T20:50:03Z,172.31.181.58,stackoverflow.com,A,NOERROR,1,53005,0,
2026-01-31T00:29:52Z,172.21.217.67,wikipedia.org,A,NOERROR,1,63766,0,
2026-01-29T09:50:53Z,10.196.4.23,google.com,A,NOERROR,2,48579,0,
2026-01-30T15:41:40Z,222.65.20.7,workspace.local,A,NOERROR,3,56745,0,
2026-01-05T13:44:30Z,172.26.105.126,microsoft.com,A,NOERROR,1,35617,0,
2026-01-22T07:09:36Z,192.168.131.85,qkt5efjep8y.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-09T16:21:39Z,86.244.241.31,github.com,A,NOERROR,3,15509,0,
2026-01-08T02:09:39Z,10.236.63.131,amazon.in,A,NOERROR,2,77456,0,
2026-01-27T18:48:36Z,192.168.240.56,wikipedia.org,A,NOERROR,1,15354,0,
2026-01-30T17:23:30Z,192.168.124.205,github.com,TXT,NOERROR,2,44332,0,
2026-01-04T02:30:11Z,10.165.71.98,wikipedia.org,A,NOERROR,3,45989,0,
2026-01-06T01:32:31Z,192.168.99.150,google.com,A,NOERROR,1,49350,0,
2026-01-17T23:57:13Z,172.28.136.227,cloudflare.com,MX,NOERROR,3,551,0,
2026-01-01T19:35:49Z,172.18.236.117,amazon.in,A,NOERROR,1,74071,0,
2026-01-18T14:54:53Z,192.168.18.14,stackoverflow.com,A,NOERROR,3,75444,0,
2026-01-10T12:29:22Z,192.168.117.95,stackoverflow.com,A,NOERROR,1,68544,0,
2026-01-31T00:06:56Z,10.63.29.191,github.com,MX,NOERROR,2,53072,0,
2026-01-03T02:35:38Z,85.193.167.120,cloudflare.com,A,NOERROR,1,60357,0,
2026-01-30T15:22:39Z,10.115.237.27,microsoft.com,A,NOERROR,1,37026,0,
2026-01-12T02:45:02Z,192.168.234.29,google.com,TXT,NOERROR,2,35801,0,
2026-01-28T10:27:00Z,10.194.167.61,workspace.local,A,NOERROR,2,14349,0,
2026-01-11T14:48:55Z,192.168.23.36,example.com,MX,NOERROR,3,52126,0,
2026-01-07T10:02:10Z,10.172.163.207,stackoverflow.com,A,NOERROR,2,51610,0,
2026-01-19T09:56:13Z,172.22.12.19,wikipedia.org,CNAME,NOERROR,1,37328,0,
2026-01-11T23:48:28Z,172.30.40.236,amazon.in,A,NOERROR,1,55282,0,
2026-01-22T21:38:41Z,192.168.218.191,example.com,A,NOERROR,3,17871,0,
2026-01-22T07:36:48Z,192.168.131.85,x96851f1dk0si7cx.in,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-30T11:27:46Z,10.155.152.227,google.com,TXT,NOERROR,2,21519,0,
2026-01-28T15:10:34Z,192.168.23.36,github.com,A,NOERROR,3,69047,0,
2026-01-06T11:27:09Z,10.100.44.59,microsoft.com,A,NOERROR,3,24776,0,
2026-01-29T23:54:39Z,10.253.252.23,github.com,CNAME,NOERROR,2,1497,0,
2026-01-02T04:37:09Z,172.128.2.186,wikipedia.org,A,NOERROR,2,10456,0,
2026-01-14T06:13:54Z,132.44.200.48,workspace.local,A,NOERROR,1,63649,0,
2026-01-20T00:06:37Z,192.168.40.213,wikipedia.org,AAAA,NOERROR,3,70831,0,
2026-01-15T14:24:43Z,10.132.158.162,amazon.in,A,NOERROR,3,50955,0,
2026-01-28T06:41:33Z,94.84.151.27,example.com,A,NOERROR,1,31855,0,
2026-01-22T07:34:06Z,192.168.131.85,cktju8c4c2rs1681vf.io,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-06T12:40:07Z,192.168.131.197,microsoft.com,A,NOERROR,3,38269,0,
2026-01-29T05:36:35Z,172.22.189.51,github.com,A,NOERROR,3,68081,0,
2026-01-04T00:14:01Z,192.168.4.176,cloudflare.com,CNAME,NOERROR,3,36746,0,
2026-01-16T02:29:58Z,10.132.158.162,wikipedia.org,A,NOERROR,2,28399,0,
2026-01-28T09:24:15Z,10.196.4.23,amazon.in,AAAA,NOERROR,3,57031,0,
2026-01-04T23:23:12Z,172.26.232.120,github.com,A,NOERROR,3,54419,0,
2026-01-10T04:55:39Z,192.168.89.223,wikipedia.org,AAAA,NOERROR,2,14011,0,
2026-01-13T15:07:45Z,192.168.212.196,workspace.local,A,NOERROR,2,56340,0,
2026-01-31T15:15:34Z,192.168.239.80,microsoft.com,TXT,NOERROR,1,55330,0,
2026-01-09T16:28:13Z,10.251.170.107,workspace.local,A,NOERROR,2,55796,0,
2026-01-27T10:14:28Z,192.168.146.22,amazon.in,A,NXDOMAIN,0,26066,0,
2026-01-23T12:54:23Z,192.168.96.20,github.com,A,NOERROR,1,69890,0,
2026-01-27T21:13:56Z,192.168.90.110,amazon.in,A,NOERROR,3,1486,0,
2026-01-10T04:35:21Z,192.168.15.67,google.com,A,NOERROR,3,44856,0,
2026-01-16T18:19:57Z,172.28.209.133,wikipedia.org,A,NOERROR,1,4815,0,
2026-01-21T14:33:43Z,197.99.224.102,stackoverflow.com,TXT,NOERROR,3,74332,0,
2026-01-14T02:27:56Z,192.168.175.29,wikipedia.org,TXT,NOERROR,2,25684,0,
2026-01-14T03:44:37Z,192.168.119.241,stackoverflow.com,AAAA,NOERROR,1,44677,0,
2026-01-31T17:42:02Z,192.168.142.88,example.com,A,NOERROR,1,66037,0,
2026-01-25T11:15:17Z,192.168.230.157,ys78djq2yh5og3q1.org,TXT,NOERROR,1,53585,0,
2026-01-18T21:22:08Z,192.168.4.176,wikipedia.org,A,NOERROR,3,50585,0,
2026-01-26T03:27:22Z,192.168.89.223,workspace.local,CNAME,NOERROR,3,66776,0,
2026-01-18T20:00:04Z,95.135.37.238,workspace.local,A,NOERROR,2,6895,0,
2026-01-02T05:59:35Z,192.168.218.191,workspace.local,A,NOERROR,1,67391,0,
2026-01-19T20:29:49Z,192.168.222.215,workspace.local,A,NOERROR,1,65131,0,
2026-01-25T22:32:57Z,10.89.56.7,example.com,A,NOERROR,1,28277,0,
2026-01-13T03:08:25Z,10.196.4.23,amazon.in,A,NOERROR,3,74480,0,
2026-01-02T08:32:17Z,10.113.184.32,workspace.local,A,NOERROR,3,19575,0,
2026-01-22T07:36:33Z,192.168.131.85,ttavyh2ikb4lkoe.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-12T21:14:17Z,10.185.164.180,amazon.in,A,NOERROR,1,52361,0,
2026-01-24T14:08:42Z,172.20.62.64,workspace.local,A,NOERROR,2,54860,0,
2026-01-13T08:51:04Z,192.168.94.19,c9oinlvoi1xlvq.in,AAAA,NOERROR,3,28307,0,
2026-01-18T23:02:08Z,172.21.48.183,amazon.in,A,NOERROR,1,39346,0,
2026-01-08T01:46:30Z,172.26.105.77,github.com,CNAME,NXDOMAIN,0,63905,0,
2026-01-21T20:50:45Z,192.168.90.195,microsoft.com,A,NOERROR,1,77450,0,
2026-01-29T05:42:05Z,192.168.96.20,microsoft.com,A,NOERROR,2,42816,0,
2026-01-22T07:51:30Z,192.168.131.85,nwg8i3rucgp1pl.io,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-13T05:47:20Z,15.219.234.233,github.com,A,NOERROR,1,27954,0,
2026-01-01T19:54:41Z,192.168.123.14,google.com,A,NOERROR,2,74088,0,
2026-01-18T12:16:26Z,172.24.59.149,wikipedia.org,A,NOERROR,3,5882,0,
2026-01-19T02:22:39Z,192.168.120.203,amazon.in,A,NOERROR,1,10395,0,
2026-01-05T02:01:03Z,172.23.174.82,amazon.in,A,NOERROR,2,737,0,
2026-01-09T03:33:27Z,172.25.235.54,wikipedia.org,A,NOERROR,2,19149,0,
2026-01-31T03:46:09Z,172.26.105.77,stackoverflow.com,A,NOERROR,2,4553,0,
2026-01-03T09:56:57Z,10.90.168.177,github.com,MX,NOERROR,1,41481,0,
2026-01-18T23:39:20Z,192.168.146.22,cloudflare.com,A,NOERROR,1,17131,0,
2026-01-03T07:56:06Z,192.168.83.11,google.com,A,NOERROR,3,70723,0,
2026-01-09T20:05:59Z,172.22.130.105,workspace.local,CNAME,NOERROR,1,61962,0,
2026-01-04T07:26:11Z,172.20.117.62,example.com,A,NOERROR,1,71641,0,
2026-01-13T15:31:06Z,172.23.156.235,example.com,A,NOERROR,2,30605,0,
2026-01-09T10:01:00Z,172.22.189.51,github.com,A,NOERROR,3,18039,0,
2026-01-20T05:44:33Z,10.255.206.188,stackoverflow.com,AAAA,NOERROR,2,17006,0,
2026-01-31T16:21:32Z,10.194.167.61,google.com,A,NOERROR,1,32755,0,
2026-01-22T07:54:51Z,192.168.131.85,vgmkrl1wc35ol9253u.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-13T19:21:37Z,10.113.184.32,2sn4kmvijbdlimw6p.io,AAAA,NOERROR,3,41451,0,
2026-01-03T05:28:48Z,172.23.57.143,microsoft.com,A,NOERROR,2,44243,0,
2026-01-01T10:32:56Z,23.216.215.136,workspace.local,AAAA,NOERROR,3,25472,0,
2026-01-22T07:02:21Z,192.168.131.85,hcwm94p9qj2hwr.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-19T23:24:36Z,172.19.5.78,github.com,AAAA,NOERROR,3,504,0,
2026-01-03T20:50:58Z,192.168.131.197,amazon.in,A,NOERROR,1,54281,0,
2026-01-11T08:04:12Z,192.168.18.14,stackoverflow.com,TXT,NOERROR,2,18349,0,
2026-01-06T09:35:42Z,192.168.234.173,amazon.in,A,NOERROR,2,18517,0,
2026-01-30T06:24:37Z,192.168.2.168,amazon.in,A,NOERROR,3,4495,0,
2026-01-23T19:40:55Z,172.21.155.157,stackoverflow.com,A,NOERROR,3,23400,0,
2026-01-11T11:19:43Z,192.168.181.55,cloudflare.com,A,NOERROR,2,22168,0,
2026-01-08T00:09:34Z,10.14.226.238,amazon.in,A,NOERROR,3,49218,0,
2026-01-22T22:45:18Z,10.84.31.107,example.com,A,NOERROR,1,3556,0,
2026-01-31T22:59:38Z,192.168.46.51,wikipedia.org,MX,NOERROR,1,69372,0,
2026-01-25T03:55:17Z,122.248.222.206,cloudflare.com,TXT,NOERROR,2,71609,0,
2026-01-28T10:00:33Z,172.22.12.19,github.com,A,NOERROR,1,35918,0,
2026-01-11T05:53:50Z,172.25.103.66,cloudflare.com,A,NOERROR,3,68855,0,
2026-01-10T15:28:25Z,10.185.164.180,example.com,A,NOERROR,2,2804,0,
2026-01-18T12:53:22Z,192.168.23.231,google.com,A,NOERROR,2,80198,0,
2026-01-05T12:11:49Z,172.23.57.143,example.com,A,NOERROR,2,44765,0,
2026-01-27T23:51:47Z,213.220.81.12,amazon.in,A,NOERROR,3,7614,0,
2026-01-27T05:23:32Z,172.21.26.228,google.com,A,NOERROR,2,51367,0,
2026-01-30T12:53:57Z,192.168.175.29,cloudflare.com,A,NOERROR,1,62856,0,
2026-01-05T22:48:36Z,10.7.231.232,microsoft.com,A,NOERROR,1,28477,0,
2026-01-01T04:47:13Z,106.195.82.218,github.com,A,NOERROR,2,36553,0,
2026-01-14T01:20:45Z,10.77.37.178,wikipedia.org,A,NOERROR,2,53928,0,
2026-01-05T11:45:11Z,172.21.26.228,wikipedia.org,CNAME,NOERROR,3,66402,0,
2026-01-15T06:10:34Z,10.2.196.102,amazon.in,A,NOERROR,3,18979,0,
2026-01-19T17:28:30Z,192.168.201.232,r2lvdnsa6k8bye6ni.org,TXT,NOERROR,1,42847,0,
2026-01-27T17:09:13Z,10.14.226.238,cloudflare.com,CNAME,NOERROR,2,71122,0,
2026-01-24T12:18:48Z,192.168.234.29,amazon.in,A,NOERROR,3,84738,0,
2026-01-22T07:21:42Z,192.168.131.85,2zdvi50l1bzez7.io,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-17T09:27:21Z,10.154.157.124,microsoft.com,A,NOERROR,2,7817,0,
2026-01-01T23:01:41Z,10.89.56.7,wikipedia.org,A,NOERROR,1,6431,0,
2026-01-10T14:55:22Z,172.26.105.77,example.com,A,NOERROR,3,67774,0,
2026-01-08T23:21:56Z,172.20.212.19,microsoft.com,A,NOERROR,2,54026,0,
2026-01-03T20:10:25Z,10.251.170.107,github.com,A,NOERROR,3,65337,0,
2026-01-29T18:21:06Z,165.65.78.250,amazon.in,A,NOERROR,3,67401,0,
2026-01-06T22:04:34Z,172.18.36.139,stackoverflow.com,A,NXDOMAIN,0,14530,0,
2026-01-21T09:28:19Z,10.194.167.61,github.com,A,NOERROR,2,38137,0,
2026-01-04T23:28:49Z,172.22.189.51,stackoverflow.com,A,NOERROR,2,34309,0,
2026-01-01T15:24:14Z,172.22.24.10,github.com,A,NOERROR,1,82064,0,
2026-01-22T13:26:29Z,10.183.120.36,example.com,A,NOERROR,1,23281,0,
2026-01-13T09:03:12Z,172.20.62.64,cloudflare.com,A,NOERROR,1,53923,0,
2026-01-22T07:27:27Z,192.168.131.85,knyxx8up8ss.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-11T04:47:13Z,10.57.85.237,cloudflare.com,A,NOERROR,1,15006,0,
2026-01-03T02:07:58Z,192.168.31.254,amazon.in,A,NOERROR,1,29130,0,
2026-01-17T15:05:11Z,172.23.156.231,wikipedia.org,MX,NOERROR,3,40335,0,
2026-01-12T13:34:24Z,192.168.146.22,workspace.local,A,NOERROR,2,68511,0,
2026-01-19T08:32:46Z,192.168.187.175,example.com,A,NOERROR,2,74661,0,
2026-01-22T07:52:45Z,192.168.131.85,ogfr9pzrba3q3.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-08T05:33:07Z,172.17.208.65,workspace.local,A,NOERROR,3,17854,0,
2026-01-26T14:09:00Z,192.168.140.155,wikipedia.org,A,NOERROR,1,16740,0,
2026-01-16T03:01:41Z,172.17.208.65,google.com,A,NOERROR,1,77640,0,
2026-01-08T21:43:20Z,192.168.200.9,example.com,A,NOERROR,1,30119,0,
2026-01-10T23:44:59Z,172.30.246.64,workspace.local,MX,NOERROR,3,79559,0,
2026-01-10T06:54:00Z,192.168.234.173,example.com,CNAME,NOERROR,2,32413,0,
2026-01-30T12:27:56Z,172.23.156.235,google.com,A,NOERROR,1,41136,0,
2026-01-02T23:03:20Z,74.203.199.40,github.com,AAAA,NOERROR,1,53888,0,
2026-01-27T18:11:54Z,10.251.170.107,github.com,MX,NOERROR,3,54687,0,
2026-01-01T15:09:29Z,192.168.142.88,stackoverflow.com,A,NOERROR,3,19743,0,
2026-01-22T02:12:26Z,172.25.235.54,microsoft.com,A,NOERROR,1,14923,0,
2026-01-08T15:39:07Z,165.54.217.63,workspace.local,A,NOERROR,1,60976,0,
2026-01-04T17:05:31Z,10.154.151.7,stackoverflow.com,A,NOERROR,1,25340,0,
2026-01-26T19:04:53Z,192.168.31.254,wikipedia.org,A,NOERROR,1,41855,0,
2026-01-05T06:07:51Z,172.20.205.167,cloudflare.com,A,NOERROR,3,32985,0,
2026-01-06T14:01:00Z,192.168.117.95,amazon.in,CNAME,NOERROR,1,34384,0,
2026-01-12T17:23:29Z,192.168.57.80,cloudflare.com,A,NOERROR,2,14937,0,
2026-01-31T16:05:16Z,172.18.73.178,github.com,A,NOERROR,1,31710,0,
2026-01-15T23:01:59Z,172.20.212.19,example.com,CNAME,NOERROR,2,14299,0,
2026-01-24T16:39:54Z,192.168.2.168,workspace.local,A,NOERROR,2,21414,0,
2026-01-17T22:09:37Z,89.240.190.151,stackoverflow.com,AAAA,NOERROR,1,36312,0,
2026-01-22T09:11:41Z,192.168.175.29,github.com,A,NOERROR,1,34659,0,
2026-01-21T18:00:23Z,172.20.212.19,google.com,A,NOERROR,1,76059,0,
2026-01-21T10:59:13Z,10.77.37.178,amazon.in,A,NOERROR,2,54545,0,
2026-01-28T23:56:24Z,10.185.164.180,microsoft.com,A,NOERROR,2,16754,0,
2026-01-08T18:35:52Z,10.92.58.192,cloudflare.com,A,NOERROR,2,81216,0,
2026-01-27T14:28:41Z,172.17.189.154,wikipedia.org,AAAA,NOERROR,3,51356,0,
2026-01-12T16:33:29Z,192.168.162.214,microsoft.com,A,NOERROR,2,5543,0,
2026-01-30T05:41:42Z,172.27.108.216,github.com,A,NOERROR,2,47696,0,
2026-01-09T19:18:20Z,192.168.141.152,microsoft.com,A,NOERROR,3,19264,0,
2026-01-13T02:18:23Z,172.31.74.238,wikipedia.org,A,NOERROR,2,56495,0,
2026-01-30T21:52:23Z,177.83.215.4,github.com,AAAA,NOERROR,2,11689,0,
2026-01-07T03:43:56Z,10.165.71.98,workspace.local,TXT,NOERROR,1,22126,0,
2026-01-11T23:08:14Z,172.24.59.149,github.com,A,NOERROR,1,7014,0,
2026-01-07T19:27:15Z,172.28.170.236,stackoverflow.com,A,NOERROR,1,10944,0,
2026-01-22T07:28:18Z,192.168.131.85,v3l0gafywx.org,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-10T10:23:23Z,192.168.161.74,h5qrevwk5i1.com,A,NOERROR,2,79302,0,
2026-01-08T18:55:43Z,10.52.181.244,github.com,A,NOERROR,1,68799,0,
2026-01-25T13:30:35Z,172.28.209.133,amazon.in,A,NOERROR,3,26146,0,
2026-01-06T19:51:44Z,10.253.252.23,google.com,A,NOERROR,3,81384,0,
2026-01-15T06:57:06Z,172.29.207.89,amazon.in,A,NOERROR,1,50475,0,
2026-01-27T22:23:31Z,10.77.37.178,example.com,A,NOERROR,3,77715,0,
2026-01-17T12:25:53Z,192.168.244.214,cloudflare.com,A,NOERROR,1,50506,0,
2026-01-24T09:04:38Z,192.168.243.102,cloudflare.com,A,NOERROR,1,27036,0,
2026-01-13T14:45:15Z,10.136.122.158,cloudflare.com,A,NOERROR,1,65975,0,
2026-01-09T00:00:33Z,10.11.129.85,github.com,A,NOERROR,1,25945,0,
2026-01-21T11:57:16Z,10.142.128.181,workspace.local,A,NOERROR,2,22871,0,
2026-01-28T06:51:17Z,172.20.35.59,microsoft.com,A,NOERROR,1,14162,0,
2026-01-27T13:43:46Z,10.46.194.200,cloudflare.com,MX,NOERROR,2,42471,0,
2026-01-05T19:16:01Z,172.18.202.132,google.com,A,NOERROR,1,47904,0,
2026-01-18T17:53:44Z,172.29.98.242,microsoft.com,A,NOERROR,1,52713,0,
2026-01-29T08:10:42Z,186.232.217.148,github.com,A,NOERROR,2,73981,0,
2026-01-31T10:36:54Z,192.168.57.80,wikipedia.org,A,NOERROR,3,78643,0,
2026-01-02T14:20:51Z,172.31.161.164,google.com,A,NOERROR,2,15068,0,
2026-01-13T22:04:56Z,192.168.124.205,wikipedia.org,AAAA,NOERROR,3,46100,0,
2026-01-22T07:21:51Z,192.168.131.85,7scctf3h4wqm2.in,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-22T18:42:18Z,172.28.170.236,wikipedia.org,A,NOERROR,3,77998,0,
2026-01-17T06:21:24Z,10.132.158.162,wikipedia.org,A,NOERROR,1,38515,0,
2026-01-22T15:04:29Z,10.183.120.36,stackoverflow.com,A,NOERROR,3,33254,0,
2026-01-26T00:04:25Z,172.20.31.23,google.com,A,NXDOMAIN,0,11314,0,
2026-01-03T14:14:34Z,192.168.227.201,amazon.in,A,NOERROR,1,42004,0,
2026-01-21T09:29:03Z,172.18.15.148,wikipedia.org,A,NOERROR,3,8096,0,
2026-01-09T02:23:47Z,172.23.156.231,example.com,AAAA,NOERROR,3,83191,0,
2026-01-18T08:18:13Z,172.20.35.59,microsoft.com,A,NOERROR,2,84258,0,
2026-01-15T22:46:09Z,10.75.179.30,google.com,AAAA,NOERROR,2,80417,0,
2026-01-22T01:56:33Z,172.31.161.164,google.com,A,NOERROR,2,70563,0,
2026-01-27T08:23:11Z,10.46.194.200,stackoverflow.com,A,NOERROR,1,79052,0,
2026-01-15T19:25:41Z,172.23.57.143,workspace.local,A,NOERROR,1,16398,0,
2026-01-20T00:21:34Z,10.177.187.151,wikipedia.org,CNAME,NOERROR,3,55694,0,
2026-01-26T05:11:45Z,172.29.98.242,stackoverflow.com,A,NOERROR,1,55265,0,
2026-01-28T07:01:09Z,10.146.11.180,cloudflare.com,MX,NOERROR,1,39218,0,
2026-01-08T19:02:32Z,192.168.123.14,wikipedia.org,A,NOERROR,3,32859,0,
2026-01-22T07:24:03Z,192.168.131.85,t9zdobloaitnackiud.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-09T19:32:54Z,10.103.22.40,workspace.local,AAAA,NOERROR,2,80330,0,
2026-01-17T20:52:46Z,10.146.11.180,wikipedia.org,A,NOERROR,2,9854,0,
2026-01-21T14:16:47Z,172.18.15.148,microsoft.com,A,NOERROR,2,74488,0,
2026-01-18T02:19:06Z,10.215.79.66,microsoft.com,MX,NOERROR,2,78764,0,
2026-01-25T23:28:29Z,10.56.124.95,google.com,A,NOERROR,2,65284,0,
2026-01-16T01:43:19Z,10.146.11.180,stackoverflow.com,A,NOERROR,3,21127,0,
2026-01-31T13:52:37Z,93.148.57.34,google.com,A,NOERROR,3,17351,0,
2026-01-11T06:31:55Z,10.15.69.139,example.com,A,NOERROR,1,7568,0,
2026-01-22T07:52:03Z,192.168.131.85,1ejpo19d4kg.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-22T07:57:57Z,192.168.131.85,m9bbiyu8ha2ekhlh22.net,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
2026-01-18T09:59:04Z,150.91.208.166,github.com,A,NOERROR,3,63186,0,
2026-01-08T19:46:39Z,64.152.76.69,wikipedia.org,CNAME,NXDOMAIN,0,11413,0,
2026-01-31T04:01:06Z,33.255.32.49,github.com,A,NOERROR,3,46152,0,
2026-01-22T07:29:03Z,192.168.131.85,vjk2gdaekloyrr9l3.com,A,NXDOMAIN,0,0,1,DGA_NXDOMAIN_BURST
